ID faithfulness informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step grammar_step_max
0 0.8423448652029037 0.8476658537983894 0.8378913998603821 0.9371087983963171 0.08606373625142238 0.11225152015686035 0.9976511467248201 0.9993155951378867 0.002200496227477004 0.03807877967504711 0.0002873065963845524 0.773872047662735 0.5731087923049927
1 0.8423448652029037 0.8476658537983894 0.8378913998603821 0.9371087983963171 0.08606373625142238 0.11225152015686035 0.9976511467248201 0.9993155951378867 0.002200496227477004 0.03807877967504711 0.0002873065963845524 0.773872047662735 0.5731087923049927
2 0.8266927897930145 0.8388399928808212 0.7809798084199429 0.9350092176618826 0.042731168866157576 0.09436170756816864 0.998658878612332 0.9991495136055164 0.002743458665676319 0.05758432845781372 0.0002873065963845524 0.8536148269971212 0.5731087923049927
3 0.8266927897930145 0.8388399928808212 0.7809798084199429 0.9350092176618826 0.042731168866157576 0.09436170756816864 0.998658878612332 0.9991495136055164 0.002743458665676319 0.05758432845781372 0.0002873065963845524 0.8536148269971212 0.5731087923049927
4 0.7789944410324097 0.8124671578407288 0.8269807547330856 0.9382640158908165 0.047636864913834454 0.06628648936748505 0.9988084393553436 0.9921732638031244 0.0027077909389239853 0.08049723507089479 0.00018355156055562517 0.9044865369796753 0.7341756224632263
5 0.7789944410324097 0.8124671578407288 0.8269807547330856 0.9382640158908165 0.047636864913834454 0.06628648936748505 0.9988084393553436 0.9921732638031244 0.0027077909389239853 0.08049723507089479 0.00018355156055562517 0.9044865369796753 0.7341756224632263
6 0.785015140970548 0.8185711825887363 0.8485541790723801 0.9380797553058067 0.0387472589810689 0.06923779845237732 0.9979142397642136 0.9928660849109292 0.0025329813932945125 0.057677446276340104 0.00018355156055562517 0.8962859511375427 0.7341756224632263
7 0.785015140970548 0.8185711825887363 0.8485541790723801 0.9380797553058067 0.0387472589810689 0.06923779845237732 0.9979142397642136 0.9928660849109292 0.0025329813932945125 0.057677446276340104 0.00018355156055562517 0.8962859511375427 0.7341756224632263
8 0.8553255001703898 0.8723741968472798 0.793213315308094 0.9385516256223969 0.04785005582703483 0.07971593737602234 0.9982124347006902 0.9991437555872835 0.0028108733683922848 0.041228782590498024 0.00033656560904769 0.7952483197053274 0.3976118862628937
9 0.8553255001703898 0.8723741968472798 0.793213315308094 0.9385516256223969 0.04785005582703483 0.07971593737602234 0.9982124347006902 0.9991437555872835 0.0028108733683922848 0.041228782590498024 0.00033656560904769 0.7952483197053274 0.3976118862628937
10 0.8413954277833303 0.849734569589297 0.8358862027525902 0.940845484246558 0.04306195855140682 0.07287606596946716 0.9991498737945221 0.9992241330328397 0.003272768785745238 0.044759481114570177 0.00033656560904769 0.7944267888863882 0.3976118862628937
11 0.8413954277833303 0.849734569589297 0.8358862027525902 0.940845484246558 0.04306195855140682 0.07287606596946716 0.9991498737945221 0.9992241330328397 0.003272768785745238 0.044759481114570177 0.00033656560904769 0.7944267888863882 0.3976118862628937
12 0.8038369528949261 0.8253443744033575 0.8432499766349792 0.9394512039205821 0.01914337925288989 0.05815722048282623 0.997451706789434 0.9963060053996742 0.006694333602613788 0.09390294444709572 0.0005331377276699997 0.9309898316860199 0.7465901970863342
13 0.8038369528949261 0.8253443744033575 0.8432499766349792 0.9394512039205821 0.01914337925288989 0.05815722048282623 0.997451706789434 0.9963060053996742 0.006694333602613788 0.09390294444709572 0.0005331377276699997 0.9309898316860199 0.7465901970863342
14 0.8465327521165212 0.8543797383705776 0.7613673340529203 0.9400677684786491 0.03216353803873062 0.028360426425933838 0.9982527024112642 0.5451231300830841 0.004511271473730507 0.05338485255160605 0.0005331377276699997 0.9108653664588928 0.7465900778770447
15 0.8465327521165212 0.8543797383705776 0.7613673340529203 0.9400677684786491 0.03216353803873062 0.028360426425933838 0.9982527024112642 0.5451231300830841 0.004511271473730507 0.05338485255160605 0.0005331377276699997 0.9108653664588928 0.7465900778770447
16 0.8702567517757416 0.8819135278463364 0.8219457641243935 0.948282177587405 0.04051379937874644 0.0698007345199585 0.9982876862632111 0.9953662459738553 0.0038310477222809488 0.07232935875908904 0.00039563135788871955 0.8610897262891134 0.6081622242927551
17 0.8702567517757416 0.8819135278463364 0.8219457641243935 0.948282177587405 0.04051379937874644 0.0698007345199585 0.9982876862632111 0.9953662459738553 0.0038310477222809488 0.07232935875908904 0.00039563135788871955 0.8610897262891134 0.6081622242927551
18 0.8567962348461151 0.8721775412559509 0.7902780026197433 0.9381164726472688 0.04322891682386398 0.0761273056268692 0.9986475025070831 0.9980352241545916 0.00313008686089719 0.04793782693058948 0.00039563135788871955 0.7884319027264913 0.6081622242927551
19 0.8567962348461151 0.8721775412559509 0.7902780026197433 0.9381164726472688 0.04322891682386398 0.0761273056268692 0.9986475025070831 0.9980352241545916 0.00313008686089719 0.04793782693058948 0.00039563135788871955 0.7884319027264913 0.6081622242927551
20 0.7726655726631483 0.8230907085041206 0.818959541618824 0.9351011675703556 0.04682425762477671 0.07541343569755554 0.998955377843231 0.9306575134396553 0.0029829460517672725 0.06957364058175848 0.00018355156055562517 0.8962218960126241 0.7341756224632263
21 0.7726655726631483 0.8230907085041206 0.818959541618824 0.9351011675703556 0.04682425762477671 0.07541343569755554 0.998955377843231 0.9306575134396553 0.0029829460517672725 0.06957364058175848 0.00018355156055562517 0.8962218960126241 0.7341756224632263
22 0.8674550851186117 0.8836106459299724 0.8405119478702545 0.936495575048903 0.0554922747612 0.06049764156341553 0.9991636404884048 0.04747897386550903 0.003646813447027028 0.037554801100987426 0.0004328160387625167 0.9224583506584167 0.8240857124328613
23 0.8674550851186117 0.8836106459299724 0.8405119478702545 0.936495575048903 0.0554922747612 0.06049764156341553 0.9991636404884048 0.04747897386550903 0.003646813447027028 0.037554801100987426 0.0004328160387625167 0.9224583506584167 0.8240857124328613
24 0.7836214055617651 0.8260184253255527 0.8703096881508827 0.9370864428154457 0.042753293233759315 0.06913286447525024 0.9975500209257007 0.2506006956100464 0.0031688569738209356 0.06495721659452817 0.0002873065963845524 0.8517725070317587 0.5731087923049927
25 0.7836214055617651 0.8260184253255527 0.8703096881508827 0.9370864428154457 0.042753293233759315 0.06913286447525024 0.9975500209257007 0.2506006956100464 0.0031688569738209356 0.06495721659452817 0.0002873065963845524 0.8517725070317587 0.5731087923049927
26 0.8828751842180887 0.8994941314061482 0.8615134879946709 0.9454976614081686 0.04473467047015822 0.04983040690422058 0.9986602232092991 0.9957401775754988 0.0032563468355090793 0.05665916331602535 0.0002873065963845524 0.837601900100708 0.5731087923049927
27 0.8828751842180887 0.8994941314061482 0.8615134879946709 0.9454976614081686 0.04473467047015822 0.04983040690422058 0.9986602232092991 0.9957401775754988 0.0032563468355090793 0.05665916331602535 0.0002873065963845524 0.837601900100708 0.5731087923049927
28 0.7917995105187098 0.8272131209572156 0.8783072680234909 0.9364985721192786 0.044507389559465316 0.06699638068675995 0.9983247725758702 0.8592522889375687 0.004299264592366824 0.07368975053047305 0.00039563135788871955 0.8618248303731283 0.6081622242927551
29 0.7917995105187098 0.8272131209572156 0.8783072680234909 0.9364985721192786 0.044507389559465316 0.06699638068675995 0.9983247725758702 0.8592522889375687 0.004299264592366824 0.07368975053047305 0.00039563135788871955 0.8618248303731283 0.6081622242927551
30 0.7824914356072744 0.8292805800835292 0.8439228981733322 0.9443233591835611 0.03473381400108333 0.09024703502655029 0.998742243857123 0.9778346959501505 0.00442094978502704 0.06529115108113727 0.00039563135788871955 0.8639158209164938 0.6081622242927551
31 0.7824914356072744 0.8292805800835292 0.8439228981733322 0.9443233591835611 0.03473381400108333 0.09024703502655029 0.998742243857123 0.9778346959501505 0.00442094978502704 0.06529115108113727 0.00039563135788871955 0.8639158209164938 0.6081622242927551
32 0.7962003797292709 0.8234891816973686 0.8551409989595413 0.9337202283748495 0.04878624528646469 0.06941795349121094 0.9972446449100971 0.29350000619888306 0.005027637138898107 0.06401154653688058 0.0005331377276699997 0.9090088407198588 0.7465900778770447
33 0.7962003797292709 0.8234891816973686 0.8551409989595413 0.9337202283748495 0.04878624528646469 0.06941795349121094 0.9972446449100971 0.29350000619888306 0.005027637138898107 0.06401154653688058 0.0005331377276699997 0.9090088407198588 0.7465900778770447
34 0.8595384756724039 0.8827960391839345 0.817282609641552 0.936838982772644 0.055737168788909885 0.058024466037750244 0.9980880750808865 0.9792348481714725 0.004141216153550711 0.03408276422373107 0.0005331377276699997 0.8941144347190857 0.7465900778770447
35 0.8595384756724039 0.8827960391839345 0.817282609641552 0.936838982772644 0.055737168788909885 0.058024466037750244 0.9980880750808865 0.9792348481714725 0.004141216153550711 0.03408276422373107 0.0005331377276699997 0.8941144347190857 0.7465900778770447
36 0.7922369043032328 0.824369524916013 0.8776681870222092 0.9343587648632908 0.052054864664872524 0.07333746552467346 0.9988251827890053 0.9768078979104757 0.0011406412280403648 0.051355491191120164 0.00010581269396173616 0.8808725277582804 0.6590710878372192
37 0.7922369043032328 0.824369524916013 0.8776681870222092 0.9343587648632908 0.052054864664872524 0.07333746552467346 0.9988251827890053 0.9768078979104757 0.0011406412280403648 0.051355491191120164 0.00010581269396173616 0.8808725277582804 0.6590710878372192
38 0.8112304151058197 0.840791893005371 0.8712490871548653 0.932061281293236 0.042493929820401344 0.04687623679637909 0.9993230875115842 0.9728361405432224 0.0020320851471153714 0.0977670980688205 0.00010581269396173616 0.9270873069763184 0.6590710878372192
39 0.8112304151058197 0.840791893005371 0.8712490871548653 0.932061281293236 0.042493929820401344 0.04687623679637909 0.9993230875115842 0.9728361405432224 0.0020320851471153714 0.0977670980688205 0.00010581269396173616 0.9270873069763184 0.6590710878372192
